,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
38,"(90,100]","(80,100]",80,"(95,100]",0.285,0.258265487,6,12,0.565,97,0.504424779,1.017857143,0.45480226,1,"(90,100]",23,0.98245614,1.455026455,hydrated,1,265.1,2016_December_ADFA_2,98.24561404,0,98.24561404,-0.6,EPI,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_2",December,2.2,68,0.61,2016_December,100,100,1.666666667,7,67.52153111,32.47846889,2,0.512,Dry,St. Marys,ADFA,271.2,77.3,348.5,9,32,0.28,0.253734513,2016,2016_December,12.26393909,0.505959643,46.46381579,375.582511,23.23190789,263.2949561,34.84786184,123.9035088,89.05564693
46,"(90,100]","(80,100]",80,"(90,95]",0.5765,0.263572389,7,10,1.1155,148,0.516808606,1.069573284,0.94,1,"(90,100]",15,0.934952298,1.063829787,hydrated,1,265.1,2016_December_ADFA_4,93.49522984,0,93.49522984,-0.4,EPI,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_4",December,4.1,126,0.61,2016_December,100,100,1.428571429,8,87.88551607,12.11448393,4,0.51,Dry,St. Marys,ADFA,280.5,3.6,284.1,32,47,0.539,0.246427611,2016,2016_December,9.958420927,0.505959643,37.94024114,561.5155689,26.5581688,478.0470384,121.4087717,178.3191334,56.91036172
52,"(90,100]","(80,100]",80,"(90,95]",0.2935,0.260946761,4,10,0.5635,112,0.520851819,1.087037037,0.94,1,"(90,100]",21,0.919931857,1.063829787,hydrated,1,265.1,2016_December_ADFA_4,91.99318569,"Missing upper video, no data for glow times",91.99318569,-0.4,EPI,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_4",December,4.9,84.5,0.61,2016_December,100,100,2.5,9,86.47359457,13.52640543,4,0.501,Dry,St. Marys,ADFA,278.1,23.8,301.9,13,37,0.27,0.240053239,2016,2016_December,11.07020636,0.505959643,38.32199315,429.2063233,15.32879726,323.8208421,49.8185911,141.7913747,80.47618562
55,"(90,100]","(80,100]",80,"(90,95]",0.317,0.265705502,9,12,0.618,57,0.512944984,1.053156146,0.175675676,1,"(90,100]",3,0.949526814,1.22513089,hydrated,1,265.1,2016_December_ADFA_1,94.95268139,0,94.95268139,-0.3,EPI,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_1",December,3.4,45,0.61,2016_December,100,100,1.111111111,10,77.50411174,22.49588826,1,0.518,Dry,St. Marys,ADFA,275.1,41.3,316.4,15,18,0.301,0.252294498,2016,2016_December,15.77035568,0.505959643,45.16278333,214.5232208,33.8720875,169.3604375,56.45347917,67.744175,11.29069583
57,"(80,90]","(80,100]",80,"(85,90]",0.3945,0.268482851,5,11,0.7435,87,0.530598521,1.130372493,0.32,1,"(80,90]",14,0.884664132,1.355,moderate,1,265.1,2016_December_ADFA_3,88.46641318,0,88.46641318,-0.4,EPI,"2016_December_EPI_ADFA_(80,90]","2016_December_EPI_ADFA_(80,90]_3",December,3.8,68,0.61,2016_December,100,100,2,10,65.28886582,34.71113418,3,0.506,Dry,St. Marys,ADFA,272.2,67.6,339.8,16,30,0.349,0.237517149,2016,2016_December,12.39552141,0.505959643,40.97095939,324.0430424,18.62316336,253.2750217,59.59412275,111.7389801,52.1448574
63,"(80,90]","(80,100]",80,"(85,90]",0.4435,0.272431914,7,7,0.8335,135,0.532093581,1.137179487,0.32,1,"(80,90]",25,0.879368658,1.355,moderate,1,265.1,2016_December_ADFA_3,87.93686584,0,87.93686584,-0.4,EPI,"2016_December_EPI_ADFA_(80,90]","2016_December_EPI_ADFA_(80,90]_3",December,3.9,103,0.61,2016_December,100,100,1.428571429,11,64.89805597,35.10194403,3,0.512,Dry,St. Marys,ADFA,284.5,10.9,295.4,14,39,0.39,0.239568086,2016,2016_December,10.13900345,0.505959643,25.69449338,495.536658,25.69449338,378.0761168,51.38898675,143.1550345,91.76604777
68,"(90,100]","(80,100]",80,"(95,100]",0.324,0.255394127,1,4,0.647,94,0.500772798,1.003095975,0.45480226,1,"(90,100]",28,0.99691358,1.455026455,hydrated,1,265.1,2016_December_ADFA_2,99.69135802,0,99.69135802,-0.6,EPI,"2016_December_EPI_ADFA_(90,100]","2016_December_EPI_ADFA_(90,100]_2",December,4.2,65,0.61,2016_December,100,100,10,12,68.51515151,31.48484849,2,0.51,Dry,St. Marys,ADFA,272.2,13.1,285.3,17,45,0.323,0.254605873,2016,2016_December,8.812930915,0.505959643,15.6620673,368.0585815,3.915516824,254.5085936,66.56378601,176.1982571,109.6344711
75,"(80,90]","(80,100]",80,"(85,90]",0.4235,0.268099553,10,12,0.7835,79,0.540523293,1.176388889,0.32,1,"(80,90]",7,0.850059032,1.355,moderate,1,265.1,2016_December_ADFA_3,85.00590319,0,85.00590319,-0.4,EPI,"2016_December_EPI_ADFA_(80,90]","2016_December_EPI_ADFA_(80,90]_3",December,6.2,62,0.61,2016_December,100,100,1,13,62.7349839,37.2650161,3,0.496,Dry,St. Marys,ADFA,276.8,84.6,361.4,6,13,0.36,0.227900447,2016,2016_December,17.95572736,0.505959643,44.75949271,294.6666603,37.29957726,231.257379,22.37974635,48.48945043,26.10970408
86,"(80,90]","(80,100]",80,"(85,90]",0.261,0.283063918,8,8,0.485,107,0.53814433,1.165178571,0.45480226,1,"(80,90]",19,0.858237548,1.455026455,moderate,1,265.1,2016_December_ADFA_2,85.82375479,0,85.82375479,-0.6,EPI,"2016_December_EPI_ADFA_(80,90]","2016_December_EPI_ADFA_(80,90]_2",December,5.6,80,0.61,2016_December,100,100,1.25,15,58.98432602,41.01567398,2,0.526,Dry,St. Marys,ADFA,278.2,13.7,291.9,12,31,0.224,0.242936082,2016,2016_December,11.49324943,0.505959643,28.26216803,378.0064974,28.26216803,282.6216803,42.39325204,109.5159011,67.12264907
104,"(80,90]","(80,100]",80,"(80,85]",0.1761,0.267691923,6,6,0.3182,110,0.553425519,1.239268121,1.239268121,1,"(80,90]",28,0.806927882,0.806927882,moderate,1,265.1,2018_January_ADFA_2,80.69278819,0,80.69278819,-0.5,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_2",January,0.5,76,0.09,2018_January,67,100,1.666666667,1,100,0,2,0.4837,Dry,St. Marys,ADFA,281.2,15.9,297.1,6,34,0.1421,0.216008077,2018,2018_January,10.52373354,0.505959643,22.41382529,410.9201303,22.41382529,283.9084536,22.41382529,127.0116766,104.5978513
106,"(80,90]","(80,100]",80,"(80,85]",0.2536,0.245870298,1,6,0.4626,69,0.548205793,1.213397129,1.213397129,1,"(80,90]",23,0.824132492,0.824132492,moderate,1,265.1,2018_January_ADFA_4,82.41324921,0,82.41324921,-0.8,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_4",January,0.8,45,0.09,2018_January,67,100,10,1,100,0,4,0.4485,Dry,St. Marys,ADFA,280.4,6.8,287.2,10,33,0.209,0.202629702,2018,2018_January,10.66539918,0.505959643,24.40311026,280.635768,4.067185044,183.023327,40.67185044,134.2171064,93.54525601
107,"(80,90]","(80,100]",80,"(80,85]",0.3864,0.274685152,2,10.5,0.7011,68,0.551133932,1.227836034,1.227836034,1,"(80,90]",12,0.814440994,0.814440994,moderate,1,265.1,2018_January_ADFA_5,81.44409938,Missing flam weight,81.44409938,-0.7,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_5",January,0.7,54,0.09,2018_January,67,100,5,1,100,0,5,0.4984,Dry,St. Marys,ADFA,280.6,12.4,293,20,32,0.3147,0.223714848,2018,2018_January,11.92898159,0.505959643,38.22558273,247.5561549,7.281063378,196.5887112,72.81063378,116.497014,43.68638027
109,"(80,90]","(80,100]",80,"(80,85]",0.218,0.508998731,6,9.5,0.3939,100,0.553439959,1.239340534,1.174787803,1,"(80,90]",16,0.806880734,0.85133146,moderate,1,265.1,2018_January_ADFA_1,80.68807339,0,80.68807339,-0.7,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_1",January,1.3,78,0.09,2018_January,67,100,1.666666667,2,94.77868162,5.221318381,1,0.9197,Dry,St. Marys,ADFA,283.4,5,288.4,21,37,0.1759,0.410701269,2018,2018_January,10.96009654,0.505959643,18.6640937,196.4641442,11.78784865,153.2420325,41.25747028,72.69173334,31.43426307
115,"(80,90]","(80,100]",80,"(85,90]",0.3737,0.269228216,1,3.5,0.6918,138,0.540185025,1.174787803,1.174787803,1,"(80,90]",43,0.85133146,0.85133146,moderate,1,265.1,2018_January_ADFA_1,85.13314599,missing flam weight,85.13314599,-0.7,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_1",January,2.2,94,0.09,2018_January,67,100,10,3,100,0,1,0.4984,Dry,St. Marys,ADFA,279.2,19.5,298.7,9,52,0.3181,0.229171784,2018,2018_January,8.158970455,0.505959643,13.00012327,512.5762891,3.714320935,349.1461679,33.42888842,193.1446886,159.7158002
135,"(80,90]","(80,100]",80,"(80,85]",0.3297,0.273324152,7,14.5,0.6012,113,0.548403194,1.214364641,1.213397129,1,"(80,90]",17,0.823475887,0.824132492,moderate,1,265.1,2018_January_ADFA_4,82.34758872,Missing flam weight,82.34758872,-0.8,EPI,"2018_January_EPI_ADFA_(80,90]","2018_January_EPI_ADFA_(80,90]_4",January,2.7,89,0.09,2018_January,67,100,1.428571429,6,99.92032775,0.07967225,4,0.4984,Dry,St. Marys,ADFA,282.9,7.7,290.6,11,28,0.2715,0.225075848,2018,2018_January,13.57282316,0.505959643,53.05056253,413.4285218,25.61061639,325.6206941,40.24525433,102.4424656,62.19721124
162,"(90,100]","(80,100]",80,"(95,100]",0.2568,0.293602223,3,2,0.5038,119,0.509726082,1.039676113,0.478717201,1,"(90,100]",56,0.961838006,1.479640844,hydrated,1,278.8,2019_December_CEME_4,96.18380062,0,96.18380062,-0.58,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_4",December,0.58,60,3.69,2019_December,69,100,3.333333333,1,65.00482939,34.99517061,4,0.576,Wet,St. Marys,CEME,279.3,63.9,343.2,13,69,0.247,0.282397777,2019,2019_December,6.927943705,0.522964977,6.811937522,405.3102825,10.21790628,204.3581256,44.27759389,235.0118445,190.7342506
169,"(90,100]","(80,100]",80,"(95,100]",0.2913,0.239389178,3,3,0.7873,132,0.36999873,0.587298387,0.54358655,1,"(90,100]",34,0.976527962,1.423709586,hydrated,1,278.8,2019_December_CEME_6,97.65279616,0,NA,-0.31,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_6",December,2.37,95,3.69,2019_December,69,NA,3.333333333,3,68.59039029,31.40960971,6,0.647,Wet,St. Marys,CEME,259.7,0.7,260.4,26,60,0.496,0.407610822,2019,2019_December,7.566990948,0.522964977,12.53189481,551.4033717,12.53189481,396.8433357,108.609755,250.6378962,142.0281412
170,"(90,100]","(80,100]",80,"(95,100]",0.2913,0.239389178,3,13,0.7873,103,0.36999873,0.587298387,0.54358655,1,"(90,100]",18,0.976527962,1.423709586,hydrated,1,278.8,2019_December_CEME_6,97.65279616,0,NA,-0.31,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_6",December,2.37,82,3.69,2019_December,69,100,3.333333333,3,68.59039029,31.40960971,6,0.647,Wet,St. Marys,CEME,265.2,31.9,297.1,27,45,0.496,0.407610822,2019,2019_December,10.72082173,0.522964977,54.30487751,430.2617218,12.53189481,342.5384582,112.7870533,187.9784222,75.19136886
171,"(90,100]","(80,100]",80,"(95,100]",0.2211,0.212997217,5,13,0.6467,157,0.341889593,0.51950188,0.51950188,1,"(90,100]",27,0.989134836,1.234106208,hydrated,1,278.8,2019_December_CEME_9,98.91348362,0,NA,-0.362,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_9",December,2.152,125,3.69,2019_December,69,100,2,3,80.14989551,19.85010449,9,0.623,Wet,St. Marys,CEME,274.2,2.6,276.8,19,46,0.4256,0.410002783,2019,2019_December,10.61799921,0.522964977,61.0336614,737.0988339,23.47448515,586.8621289,89.20304359,215.9652634,126.7622198
174,"(90,100]","(80,100]",80,"(90,95]",0.1892,0.17578156,5,9,0.564,103,0.335460993,0.504802561,0.326428333,1,"(90,100]",35,0.929107608,1.480726086,hydrated,1,278.8,2019_December_CEME_8,92.91076076,0,NA,-0.317,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_8",December,3.19,63,3.69,2019_December,69,100,2,4,62.74675758,37.25324242,8,0.524,Wet,St. Marys,CEME,258.9,38.3,297.2,11,46,0.3748,0.34821844,2019,2019_December,9.850779607,0.522964977,51.19990962,585.9545212,28.44439424,358.3993674,62.57766732,261.688427,199.1107596
178,"(90,100]","(80,100]",80,"(90,95]",0.1539,0.124190761,9,11,0.7014,132,0.219418306,0.28109589,0.220500596,1,"(90,100]",17,0.948769706,1.326370757,hydrated,1,278.8,2019_December_CEME_7,94.87697056,0,NA,-0.043,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_7",December,2.85,106,3.69,2019_December,69,100,1.111111111,5,71.53125931,28.46874069,7,0.566,Wet,St. Marys,CEME,276.1,9,285.1,11,28,0.5475,0.441809239,2019,2019_December,12.78337617,0.522964977,88.57341627,1062.880995,72.46915876,853.5256476,88.57341627,225.459605,136.8861888
181,"(80,90]","(80,100]",80,"(80,85]",0.3835,0.261675926,2,12,0.702,106,0.546296296,1.204081633,0.478717201,1,"(80,90]",29,0.830562618,1.479640844,moderate,1,278.8,2019_December_CEME_4,83.05626182,0,83.05626182,-0.58,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_4",December,6.33,75,3.69,2019_December,67,100,5,6,56.13271772,43.86728228,4,0.479,Wet,St. Marys,CEME,275.6,2.9,278.5,15,44,0.3185,0.217324074,2019,2019_December,10.64150107,0.522964977,45.85824989,405.0812073,7.643041648,286.6140618,57.32281236,168.1469162,110.8241039
188,"(80,90]","(80,100]",80,"(85,90]",0.4077,0.321798086,13,4,0.7627,92,0.534548315,1.148450704,0.61570997,1,"(80,90]",23,0.870845088,1.237289451,moderate,1,278.8,2019_December_CEME_5,87.08450877,0,87.08450877,-0.25,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_5",December,5.69,56,3.69,2019_December,67,100,0.769230769,7,70.38329527,29.61670473,5,0.602,Wet,St. Marys,CEME,272.4,-5.1,267.3,19,42,0.355,0.280201914,2019,2019_December,9.085114018,0.522964977,12.43015474,285.893559,40.3980029,174.0221663,59.043235,130.5166247,71.47338974
190,"(90,100]","(80,100]",80,"(90,95]",0.3141,0.292587735,4,7,0.6001,120,0.523412765,1.098251748,0.220500596,1,"(90,100]",19,0.910538045,1.326370757,hydrated,1,278.8,2019_December_CEME_7,91.05380452,0,91.05380452,-0.043,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_7",December,6.2,97,3.69,2019_December,69,100,2.5,7,68.64883294,31.35116706,7,0.559,Wet,St. Marys,CEME,252.5,10.3,262.8,10,29,0.286,0.266412265,2019,2019_December,11.57556587,0.522964977,23.92444779,410.1333907,13.67111302,331.5244909,34.17778256,99.11556943,64.93778687
192,"(90,100]","(80,100]",80,"(90,95]",0.2931,0.389860577,12,22,0.5616,129,0.521901709,1.091620112,0.51950188,1,"(90,100]",15,0.9162259,1.234106208,hydrated,1,278.8,2019_December_CEME_9,91.62259,0,91.62259,-0.362,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_9",December,6.9,102,3.69,2019_December,69,100,0.833333333,7,74.24206232,25.75793768,9,0.747,Wet,St. Marys,CEME,266.8,11.4,278.2,20,35,0.2685,0.357139423,2019,2019_December,13.56938101,0.522964977,56.43043001,330.8875214,30.78023455,261.6319937,51.30039092,89.77568411,38.47529319
195,"(90,100]","(80,100]",80,"(90,95]",0.2038,0.211497756,5,7,0.5348,115,0.381077038,0.61570997,0.61570997,1,"(90,100]",29,0.900366247,1.237289451,hydrated,1,278.8,2019_December_CEME_5,90.03662467,0,NA,-0.25,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_5",December,3.687,81,3.69,2019_December,69,100,2,8,72.76924942,27.23075058,5,0.555,Wet,St. Marys,CEME,271,-0.9,270.1,15,44,0.331,0.343502244,2019,2019_December,9.611416367,0.522964977,33.09727785,543.7409932,23.64091275,382.9827865,70.92273824,208.0400322,137.1172939
196,"(80,90]","(80,100]",80,"(80,85]",0.3146,0.340899543,16,9,0.5694,109,0.552511416,1.234693878,0.54358655,1,"(80,90]",18,0.810046098,1.423709586,moderate,1,278.8,2019_December_CEME_6,81.00460976,0,81.00460976,-0.31,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_6",December,8.49,75,3.69,2019_December,67,100,0.625,8,56.89686335,43.10313665,6,0.617,Wet,St. Marys,CEME,270.6,36,306.6,15,33,0.2548,0.276100457,2019,2019_December,11.41794909,0.522964977,26.40073938,319.7422881,46.93464779,220.0061615,44.0012323,96.80271107,52.80147876
202,"(80,90]","(80,100]",80,"(80,85]",0.3941,0.253993763,5,11,0.7215,138,0.546223146,1.203726329,0.61570997,1,"(80,90]",24,0.830859028,1.237289451,moderate,1,278.8,2019_December_CEME_5,83.0859028,0,83.0859028,-0.25,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_5",December,6.59,109,3.69,2019_December,67,100,2,9,67.15154868,32.84845132,5,0.465,Wet,St. Marys,CEME,268.5,22.6,291.1,17,41,0.3274,0.211006237,2019,2019_December,10.7806682,0.522964977,43.30815005,543.3204279,19.68552275,429.144396,66.93077735,161.4212866,94.4905092
204,"(90,100]","(80,100]",80,"(95,100]",0.2605,0.258744947,10,17,0.5195,168,0.501443696,1.005791506,0.220500596,1,"(90,100]",23,0.994241843,1.326370757,hydrated,1,278.8,2019_December_CEME_7,99.42418426,0,99.42418426,-0.043,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_7",December,8.801,135,3.69,2019_December,69,100,1,9,74.959572,25.040428,7,0.516,Wet,St. Marys,CEME,263.1,0.5,263.6,17,40,0.259,0.257255053,2019,2019_December,12.00841682,0.522964977,65.70176613,649.2880418,38.64809773,521.7493193,65.70176613,154.5923909,88.89062477
205,"(80,90]","(80,100]",80,"(85,90]",0.2706,0.272589311,19,10,0.5033,95,0.5376515,1.162870649,0.51950188,1,"(80,90]",13,0.86006006,1.234106208,moderate,1,278.8,2019_December_CEME_9,86.00600601,0,86.00600601,-0.362,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_9",December,7.75,63,3.69,2019_December,67,100,0.526315789,9,69.69092729,30.30907271,9,0.507,Wet,St. Marys,CEME,268.6,2.1,270.7,22,35,0.2327,0.234410689,2019,2019_December,11.34873787,0.522964977,36.6852243,348.5096309,69.70192617,231.1169131,80.70749347,128.3982851,47.69079159
207,"(90,100]","(80,100]",80,"(90,95]",0.4959,0.233062733,4,16,0.966,93,0.513354037,1.05488194,0.314155942,1,"(90,100]",25,0.947973382,1.497320472,hydrated,1,278.8,2019_December_CEME_2,94.79733817,0,94.79733817,-0.167,EPI,"2019_December_EPI_CEME_(90,100]","2019_December_EPI_CEME_(90,100]_2",December,3.07,64,3.69,2019_December,69,100,2.5,10,63.31132175,36.68867825,2,0.454,Wet,St. Marys,CEME,262.1,14,276.1,30,55,0.4701,0.220937267,2019,2019_December,10.30367623,0.522964977,68.65104429,399.0341949,17.16276107,274.6041772,128.720708,235.9879647,107.2672567
215,"(80,90]","(80,100]",80,"(80,85]",0.3847,0.31904598,7,11,0.709,102,0.542595205,1.186247302,0.367606193,1,"(80,90]",26,0.842994541,1.313260941,moderate,1,278.8,2019_December_CEME_1,84.29945412,0,84.29945412,-0.163,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_1",December,5.4,69,3.69,2019_December,67,100,1.428571429,11,64.19093989,35.80906011,1,0.588,Wet,St. Marys,CEME,276.1,15.2,291.3,18,44,0.3243,0.26895402,2019,2019_December,10.44938294,0.522964977,34.47778904,319.7031347,21.9404112,216.2697676,56.41820024,137.9111561,81.4929559
217,"(80,90]","(80,100]",80,"(85,90]",0.3491,0.322620279,10,7,0.646,164,0.540402477,1.175816773,0.698492462,1,"(80,90]",15,0.850472644,1.431654676,moderate,1,278.8,2019_December_CEME_3,85.04726439,0,85.04726439,-0.263,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_3",December,5.42,139,3.69,2019_December,67,100,1,11,59.40487313,40.59512687,3,0.597,Wet,St. Marys,CEME,268.7,96.4,365.1,27,42,0.2969,0.274379721,2019,2019_December,9.810834604,0.522964977,21.69733418,508.3375437,30.99619169,430.8470645,83.68971757,130.1840051,46.49428754
222,"(80,90]","(80,100]",80,"(85,90]",0.1852,0.126333817,4,7,0.689,104,0.268795356,0.367606193,0.367606193,1,"(80,90]",23,0.899614461,1.313260941,moderate,1,278.8,2019_December_CEME_1,89.96144606,0,NA,-0.163,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_1",December,3.7,77,3.69,2019_December,67,100,2.5,12,68.50233891,31.49766109,1,0.47,Wet,St. Marys,CEME,277,16.9,293.9,20,43,0.5038,0.343666183,2019,2019_December,9.709328925,0.522964977,55.40875879,823.2158449,31.66214788,609.4963467,158.3107394,340.3680897,182.0573503
229,"(80,90]","(80,100]",80,"(85,90]",0.354,0.278635682,9,10,0.667,93,0.530734633,1.130990415,0.698492462,1,"(80,90]",15,0.884180791,1.431654676,moderate,1,278.8,2019_December_CEME_3,88.4180791,0,88.4180791,-0.263,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_3",December,7.21,69,3.69,2019_December,67,100,1.111111111,14,61.75936179,38.24063821,3,0.525,Wet,St. Marys,CEME,277,65.7,342.7,14,29,0.313,0.246364318,2019,2019_December,12.34541085,0.522964977,35.88915792,333.7691687,32.30024213,247.6351897,50.24482109,104.078558,53.83373688
231,"(80,90]","(80,100]",80,"(85,90]",0.28,0.323699422,11,18,0.519,111,0.539499037,1.171548117,0.698492462,1,"(80,90]",14,0.853571429,1.431654676,moderate,1,278.8,2019_December_CEME_3,85.35714286,0,85.35714286,-0.263,EPI,"2019_December_EPI_CEME_(80,90]","2019_December_EPI_CEME_(80,90]_3",December,8.99,86,3.69,2019_December,67,100,0.909090909,15,59.6213209,40.3786791,3,0.6,Wet,St. Marys,CEME,256.7,7.7,264.4,11,25,0.239,0.276300578,2019,2019_December,15.01372376,0.522964977,55.60714286,342.9107143,33.98214286,265.6785714,33.98214286,77.23214286,43.25
241,"(90,100]","(80,100]",80,"(95,100]",0.1484,0.142078937,4,11.5,0.5118,74,0.289957014,0.408365438,0.408365438,1,"(90,100]",23,0.982889229,1.505224898,hydrated,1,278.8,2020_January_CEME_1,98.28892286,0,NA,-0.52,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_1",January,2.26,47,5.82,2020_January,29,100,2.5,3,65.29849658,34.70150342,1,0.49,Wet,St. Marys,CEME,264.5,-0.9,263.6,24,47,0.3634,0.347921063,2020,2020_January,10.2456123,0.522964977,80.94092084,520.8372298,28.15336377,330.8020243,168.9201826,330.8020243,161.8818417
242,"(90,100]","(80,100]",80,"(95,100]",0.1727,0.164060146,1,2,0.5337,82,0.323590032,0.478393352,0.337237237,1,"(90,100]",21,0.975371368,1.416280864,hydrated,1,278.8,2020_January_CEME_2,97.53713676,0,NA,-0.38,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_2",January,2.39,60,5.82,2020_January,29,100,10,3,68.86849864,31.13150136,2,0.507,Wet,St. Marys,CEME,266.2,-2.8,263.4,20,41,0.361,0.342939854,2020,2020_January,8.647293497,0.522964977,12.19065109,499.8166948,6.095325547,365.7195328,121.9065109,249.9083474,128.0018365
243,"(90,100]","(80,100]",80,"(95,100]",0.2083,0.179502604,4,17,0.5953,124,0.34990761,0.538242894,0.346639511,1,"(90,100]",39,0.968431804,1.193153153,hydrated,1,278.8,2020_January_CEME_3,96.84318036,0,NA,-0.5,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_3",January,2.51,81,5.82,2020_January,29,100,2.5,3,81.16575824,18.83424176,3,0.513,Wet,St. Marys,CEME,279.6,1.1,280.7,9,48,0.387,0.333497396,2020,2020_January,11.08214775,0.522964977,94.70614714,690.7977791,22.28379933,451.2469364,50.13854848,267.4055919,217.2670434
248,"(90,100]","(80,100]",80,"(90,95]",0.2462,0.210929233,8,7.5,0.6373,134,0.386317276,0.62950652,0.125366876,1,"(90,100]",29,0.908288916,1.466992665,hydrated,1,278.8,2020_January_CEME_5,90.82889156,0,NA,-0.467,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_5",January,3.55,97,5.82,2020_January,29,100,1.25,4,61.91502775,38.08497225,5,0.546,Wet,St. Marys,CEME,278.6,-1.9,276.7,26,55,0.3911,0.335070767,2020,2020_January,8.826857202,0.522964977,35.55694914,635.284158,37.92741242,459.8698756,123.2640904,260.7509604,137.48687
249,"(90,100]","(80,100]",80,"(95,100]",0.311,0.235142673,2,10.5,0.6203,119,0.501370305,1.005496282,0.408365438,1,"(90,100]",26,0.994533762,1.505224898,hydrated,1,278.8,2020_January_CEME_1,99.45337621,0,99.45337621,-0.52,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_1",January,6,91,5.82,2020_January,29,100,5,5,66.07210414,33.92789586,1,0.469,Wet,St. Marys,CEME,270.5,-3.2,267.3,31,57,0.3093,0.233857327,2020,2020_January,9.256197335,0.522964977,44.65374094,506.0757307,8.505474465,386.9990882,131.8348542,242.4060223,110.571168
250,"(90,100]","(80,100]",80,"(90,95]",0.2483,0.260545645,10,24,0.4765,91,0.521091291,1.088080631,0.346639511,1,"(90,100]",2,0.919234643,1.193153153,hydrated,1,278.8,2020_January_CEME_3,91.92346425,0,91.92346425,-0.5,EPI,"2020_January_EPI_CEME_(90,100]","2020_January_EPI_CEME_(90,100]_3",January,6.9,79,5.82,2020_January,29,100,1,5,77.04246854,22.95753146,3,0.5,Wet,St. Marys,CEME,260.4,27.4,287.8,17,19,0.2282,0.239454355,2020,2020_January,18.14393729,0.522964977,92.11437777,349.2670157,38.38099074,303.2098268,65.24768425,72.9238824,7.676198147
