Observation_ID,Observation_Date,Observation_Time,Plant_Nickname,Phenophase_Status,Abundance_Category,Abundance_Category_Value,Raw_Abundance_Value,Category,Phenophase_Name,Scientific_Name,Common_Name,Latitude,Longitude,Site_Name,Elevation,Observation_Comments,Network
27111276,2021-07-30,12:00:00 AM,CECO 1.5,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111277,2021-07-30,12:00:00 AM,CECO 1.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111278,2021-07-30,12:00:00 AM,ARPA 1.5,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111279,2021-07-30,12:00:00 AM,ARPA 1.5,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111280,2021-07-30,12:00:00 AM,ARPA 1.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111281,2021-07-30,12:00:00 AM,ARPA 1.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111282,2021-07-30,12:00:00 AM,ARPA 1.5,Yes,"How many fruits are present?","11 to 100",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111283,2021-07-30,12:00:00 AM,ARPA 1.5,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","5-24%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111284,2021-07-30,12:00:00 AM,ARPA 1.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111285,2021-07-30,12:00:00 AM,ABCO 1.5,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111286,2021-07-30,12:00:00 AM,ABCO 1.5,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111287,2021-07-30,12:00:00 AM,ABCO 1.5,?,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111288,2021-07-30,12:00:00 AM,ABCO 1.5,?,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111289,2021-07-30,12:00:00 AM,ABCO 1.5,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111290,2021-07-30,12:00:00 AM,ABCO 1.5,?,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111291,2021-07-30,12:00:00 AM,ABCO 1.5,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111292,2021-07-30,12:00:00 AM,CADE 1.5,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111293,2021-07-30,12:00:00 AM,CADE 1.5,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111294,2021-07-30,12:00:00 AM,CADE 1.5,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111295,2021-07-30,12:00:00 AM,CADE 1.5,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111296,2021-07-30,12:00:00 AM,CADE 1.5,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111297,2021-07-30,12:00:00 AM,CADE 1.5,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111298,2021-07-30,12:00:00 AM,incense cedar-6,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111299,2021-07-30,12:00:00 AM,incense cedar-6,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111300,2021-07-30,12:00:00 AM,incense cedar-6,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111301,2021-07-30,12:00:00 AM,incense cedar-6,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111302,2021-07-30,12:00:00 AM,incense cedar-6,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111303,2021-07-30,12:00:00 AM,incense cedar-6,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0591,-119.2182,CZO,1719,,NULL
27111304,2021-07-30,12:00:00 AM,greenleaf manzanita-6,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111305,2021-07-30,12:00:00 AM,greenleaf manzanita-6,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111306,2021-07-30,12:00:00 AM,greenleaf manzanita-6,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111307,2021-07-30,12:00:00 AM,greenleaf manzanita-6,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111308,2021-07-30,12:00:00 AM,greenleaf manzanita-6,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111309,2021-07-30,12:00:00 AM,greenleaf manzanita-6,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","25-49%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111310,2021-07-30,12:00:00 AM,greenleaf manzanita-6,Yes,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?","11 to 100",NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0591,-119.2182,CZO,1719,,NULL
27111311,2021-07-30,12:00:00 AM,CECO 1.6,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111312,2021-07-30,12:00:00 AM,CECO 1.6,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111313,2021-07-30,12:00:00 AM,CECO 1.6,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111314,2021-07-30,12:00:00 AM,CECO 1.6,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111315,2021-07-30,12:00:00 AM,CECO 1.6,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","5-24%",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111316,2021-07-30,12:00:00 AM,CECO 1.6,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL
27111317,2021-07-30,12:00:00 AM,ABCO 1.6,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111318,2021-07-30,12:00:00 AM,ABCO 1.6,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111319,2021-07-30,12:00:00 AM,ABCO 1.6,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111320,2021-07-30,12:00:00 AM,ABCO 1.6,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111321,2021-07-30,12:00:00 AM,ABCO 1.6,?,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111322,2021-07-30,12:00:00 AM,ABCO 1.6,?,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111323,2021-07-30,12:00:00 AM,ABCO 1.6,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111324,2021-07-30,12:00:00 AM,ABCO 1.6,?,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111325,2021-07-30,12:00:00 AM,ABCO 1.4,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111326,2021-07-30,12:00:00 AM,ABCO 1.5,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0591,-119.2182,CZO,1719,,NULL
27111327,2021-07-31,12:00:00 AM,CADE 2.1,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111328,2021-07-31,12:00:00 AM,CADE 2.1,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111329,2021-07-31,12:00:00 AM,CADE 2.1,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111330,2021-07-31,12:00:00 AM,CADE 2.1,Yes,"How many seed cones are unripe?","1,001 to 10,000",NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111331,2021-07-31,12:00:00 AM,CADE 2.1,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111332,2021-07-31,12:00:00 AM,CADE 2.1,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111333,2021-07-31,12:00:00 AM,ABCO 2.1,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111334,2021-07-31,12:00:00 AM,ABCO 2.1,Yes,"How many young needles are present?","More than 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111335,2021-07-31,12:00:00 AM,ABCO 2.1,Yes,"How many fresh pollen cones are present?","1,001 to 10,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111336,2021-07-31,12:00:00 AM,ABCO 2.1,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111337,2021-07-31,12:00:00 AM,ABCO 2.1,?,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111338,2021-07-31,12:00:00 AM,ABCO 2.1,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111339,2021-07-31,12:00:00 AM,ABCO 2.1,?,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111340,2021-07-31,12:00:00 AM,ABCO 2.1,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111341,2021-07-31,12:00:00 AM,CECO 2.1,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111342,2021-07-31,12:00:00 AM,CECO 2.1,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111343,2021-07-31,12:00:00 AM,CECO 2.1,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111344,2021-07-31,12:00:00 AM,CECO 2.1,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111345,2021-07-31,12:00:00 AM,CECO 2.1,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","25-49%",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111346,2021-07-31,12:00:00 AM,CECO 2.1,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111347,2021-07-31,12:00:00 AM,ARPA 2.1,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111348,2021-07-31,12:00:00 AM,ARPA 2.1,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111349,2021-07-31,12:00:00 AM,ARPA 2.1,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111350,2021-07-31,12:00:00 AM,ARPA 2.1,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111351,2021-07-31,12:00:00 AM,ARPA 2.1,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111352,2021-07-31,12:00:00 AM,ARPA 2.1,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","5-24%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111353,2021-07-31,12:00:00 AM,ARPA 2.1,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111354,2021-07-31,12:00:00 AM,ABCO 2.2.,No,"How many buds are breaking?",,NULL,Needles,Breaking needle buds,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111355,2021-07-31,12:00:00 AM,ABCO 2.2.,Yes,"How many young needles are present?","1,001 to 10,000",NULL,Needles,Young needles,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111356,2021-07-31,12:00:00 AM,ABCO 2.2.,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111357,2021-07-31,12:00:00 AM,ABCO 2.2.,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111358,2021-07-31,12:00:00 AM,ABCO 2.2.,?,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111359,2021-07-31,12:00:00 AM,ABCO 2.2.,?,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111360,2021-07-31,12:00:00 AM,ABCO 2.2.,?,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111361,2021-07-31,12:00:00 AM,ABCO 2.2.,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Abies concolor,white fir,37.0173,-119.144,CZO 2,1953,,NULL
27111362,2021-07-31,12:00:00 AM,CADE 2.2,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111363,2021-07-31,12:00:00 AM,CADE 2.2,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111364,2021-07-31,12:00:00 AM,CADE 2.2,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111365,2021-07-31,12:00:00 AM,CADE 2.2,Yes,"How many seed cones are unripe?","1,001 to 10,000",NULL,Seed cones,Unripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111366,2021-07-31,12:00:00 AM,CADE 2.2,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111367,2021-07-31,12:00:00 AM,CADE 2.2,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Calocedrus decurrens,incense cedar,37.0173,-119.144,CZO 2,1953,,NULL
27111368,2021-07-31,12:00:00 AM,CECO 2.2,Yes,"How many young leaves are present?","1,001 to 10,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111369,2021-07-31,12:00:00 AM,CECO 2.2,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111370,2021-07-31,12:00:00 AM,CECO 2.2,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111371,2021-07-31,12:00:00 AM,CECO 2.2,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111372,2021-07-31,12:00:00 AM,CECO 2.2,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","50-74%",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111373,2021-07-31,12:00:00 AM,CECO 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111374,2021-07-31,12:00:00 AM,ARPA 2.2,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111375,2021-07-31,12:00:00 AM,ARPA 2.2,Yes,"How many young leaves are present?","11 to 100",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111376,2021-07-31,12:00:00 AM,ARPA 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111377,2021-07-31,12:00:00 AM,ARPA 2.2,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111378,2021-07-31,12:00:00 AM,ARPA 2.2,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111379,2021-07-31,12:00:00 AM,ARPA 2.2,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","5-24%",NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111380,2021-07-31,12:00:00 AM,ARPA 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111381,2021-07-31,12:00:00 AM,CECO 2.5,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111382,2021-07-31,12:00:00 AM,CECO 2.5,No,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",,NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111383,2021-07-31,12:00:00 AM,CECO 2.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111384,2021-07-31,12:00:00 AM,CECO 2.5,Yes,"How many fruits are present?","1,001 to 10,000",NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111385,2021-07-31,12:00:00 AM,CECO 2.5,Yes,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ","Less than 5%",NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111386,2021-07-31,12:00:00 AM,CECO 2.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
27111387,2021-07-31,12:00:00 AM,ARPA 2.5,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
27111388,2021-07-31,12:00:00 AM,ARPA 2.5,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
